code3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
SYR,8,13,1,,,9,10,10,0,6,7,12,12,12,12,0,10
,47,63,52,,,,,,,,,,,,,,
ETH,3203,,,396,180,224,3681,4026,3153,3200,3220,3259,3888,6806,7952,8124,8813
AGO,3,8,9,9,9,11,11,11,11,12,12,12,12,12,12,12,12
BDI,15,19,19,17,23,20,18,14,15,13,14,13,13,13,13,20,25
BEN,6,8,1,1,1,3,4,4,4,4,4,4,5,4,4,4,5
BFA,2,3,,,1,1,1,1,1,1,1,1,2,2,3,3,*
,3,3,,8,14,10,14,11,16,15,16,19,20,99,501,571,488
,6,17,42,142,167,288,243,221,235,234,238,292,307,299,292,303,306
CMR,11,12,25,27,32,30,30,29,35,35,37,36,35,37,36,36,41
COD,85,137,182,218,236,233,224,221,226,217,218,229,250,247,249,273,299
COG,110,148,184,183,208,211,221,219,225,225,225,229,231,237,243,245,262
COM,1,1,1,,,,,,,,,,,,,,
DZA,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10
ETH,6,5,5,5,5,5,6,4,4,5,5,5,4,2,2,2,*
GHA,25,31,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31
GIN,9,29,37,53,56,61,55,43,50,93,92,93,90,97,103,104,108
GMB,29,35,32,37,53,53,61,63,70,72,93,96,119,182,177,241,335
GNB,563,606,90,93,95,94,93,92,92,92,93,92,92,93,93,93,93
IND,7,10,4,2,2,2,3,3,3,3,3,3,3,3,3,3,*
IRQ,2,2,,,,,,,,,,1,1,1,1,1,*
LBR,208,223,237,275,333,338,336,320,354,364,389,402,381,378,378,378,384
LKA,7,13,65,54,60,63,71,79,81,81,81,81,81,81,81,81,82
MDG,2,2,,,,,,,,,,,,,,,
MLI,5,5,,,,,,1,1,1,1,1,31,49,46,49,50
MRT,130,297,,104,69,59,59,58,62,64,67,77,74,65,69,78,92
NGA,123,285,235,249,255,257,256,257,285,340,352,357,355,353,354,355,361
PAK,4,4,,,,,,,,,,,,,,,
RWA,32,46,47,32,24,20,22,19,16,12,10,7,8,10,9,9,11
SDN,4,6,,2,1,,2,0,0,1,8,8,6,2,0,0,0
SLE,495,581,571,614,622,714,709,696,716,719,14,21,27,22,25,26,26
SOM,8,9,9,7,7,7,7,7,9,10,11,11,10,9,9,9,9
TCD,21,32,35,32,29,27,28,24,35,35,36,42,45,51,48,51,52
TGO,12,18,20,26,36,49,80,63,68,68,69,68,75,74,72,75,79
,4,34,35,34,34,33,33,32,31,31,31,0,,,,,
ZMB,2,1,,,,,,,,,,,,,,,
LBR,458,273,273,131,131,131,,,160,0,2,2,0,,0,0,0
TCD,1,,,,,,,,,,,,,,0,,
NGA,3,,1,,,,,,0,1,0,,,,,,
AGO,2,,,,,,,1,0,,,,,,,,
BDI,2,,,,,,,,,,,,,,,,
COD,1,,,,,,1,4,4,14,3,4,4,3,4,4,*
ERI,1,,,,,,,32,43,30,25,29,30,36,26,34,34
PSE,1,,,,,,,,,,,,,3,3,14,0
SDN,1,,,2,,,2,1,0,,,3,2,7,7,9,12
TCD,1,,,,,,,,,,,,,,,,
YEM,1,,,,,,,2,2,10,10,11,5,5,2,141,249
IRN,1,3,1,4,,,,0,,4,6,4,8,3,0,,*
IRQ,8,2,8,11,19,19,,0,1,0,22,2,7,7,0,5,*
PSE,2,,1,4,,,1,0,2,0,33,0,3,5,0,0,0
SYR,1,1,,,,,,,0,,0,0,49,60,1,0,0
AFG,122,1598,552,469,354,344,330,7,0,0,0,0,0,0,0,0,0
ARM,5,3,87,440,284,284,287,8,0,0,0,0,0,0,0,0,0
BGD,2,202,705,221,163,156,149,10,0,0,0,0,0,0,0,0,0
BLR,2,2,3,6,7,6,7,0,0,0,0,0,0,0,0,0,0
ETH,1,2,1,1,,,,,,,,,0,0,,0,
IND,33,355,819,713,315,391,441,15,0,0,0,0,0,0,0,,
IRN,10,28,22,45,22,22,18,0,0,0,0,0,0,0,0,0,0
IRQ,49,405,410,225,181,166,195,15,0,0,0,0,0,0,0,0,0
LKA,31,22,56,15,1,1,1,1,0,0,0,0,,,,,
MMR,1,,,,,,,,,,,,,,,,
NPL,11,9,11,3,4,,1,1,0,0,,,0,0,,,
OMN,1,,,,,,,,,,,,,,,,
PAK,80,112,123,172,143,117,89,31,0,0,0,0,0,0,0,0,0
ROU,1,3,2,2,5,5,5,0,0,0,0,,,,,,
RUS,3,67,357,1098,467,466,456,18,0,0,0,0,0,0,0,0,
SDN,1,18,11,10,10,8,7,0,,,,,0,0,0,0,0
SLE,2,81,22,23,22,22,22,0,,,,,0,0,,,
SOM,3,57,33,17,18,14,13,1,0,0,0,0,0,0,0,0,0
,17,24,42,55,47,35,34,1,0,0,0,0,0,0,0,0,0
SYR,1,7,5,43,16,10,10,1,0,0,0,0,0,0,0,0,0
TUR,11,16,16,37,20,14,13,3,0,0,0,0,0,0,0,0,0
,2,24,5,5,5,5,5,433,307,254,267,185,194,200,220,173,38
AFG,238,8,,,2,,,0,9,7,9,28,18,3,11,16,93
AGO,2,,,,,,,,,,,,0,,,,
ARM,37,5,,,1,,1,0,,,,,,,0,,
AZE,4,1,,,,,,,,,,,,,0,,
BGD,234,8,1,,7,3,1,1,0,,,,,0,0,1,
BIH,44,10,18,7,57,36,32,4,6,6,16,3,5,1,4,2,*
BLR,2,2,,,,,,0,3,3,3,0,,0,0,,
CHN,40,,4,1,1,,,2,2,0,0,4,0,,0,,6
,2,,,,,1,,,,,,,,0,0,,
CMR,4,,,,,,,1,0,2,1,0,,0,0,1,*
COG,1,,1,,,,,,,,,,,0,1,,
DZA,165,11,9,6,1,,,,0,0,3,1,7,0,1,,7
ETH,1,1,,,,,,,,,,,,,0,,
GHA,14,2,,,,,,0,0,2,2,1,0,,1,,
GIN,1,,,,,,,,,0,1,0,,,0,1,
HRV,4,2,1,,1,1,,1,0,1,4,0,0,,0,,
IND,68,2,4,2,,2,1,0,0,2,1,1,1,0,0,0,*
IRN,5687,93,11,4,2,1,3,3,2,5,9,7,2,2,3,12,34
IRQ,442,17,28,15,8,3,,0,0,0,2,4,2,1,6,17,13
LBN,6,1,,,,,,,,,,,0,0,,,
LBR,2,1,,,3,1,,,,,,,,,,,*
LKA,16,1,,,,4,,,1,6,0,,,1,0,,
MAR,4,,1,,,,,,,0,1,5,5,0,1,1,*
MDA,34,,6,2,1,,2,0,0,0,,0,0,,,,
,9,20,12,9,17,4,3,2,2,0,0,,,,0,,
MLI,1,,,,,,,,,,,,0,,,,
MNG,1,,,,,,,2,0,,1,0,0,,1,,
NGA,1,2,,,,,,2,2,4,12,3,2,1,3,4,9
PAK,67,7,5,2,3,4,1,0,2,4,2,3,3,2,1,18,28
PSE,5,,,,,1,,0,0,0,1,0,0,0,0,0,*
ROU,25,1,,,,,,0,,,,,,,,,
RUS,30,1,5,7,7,4,2,5,2,4,6,2,5,0,1,4,*
SDN,14,,,,,,,,,,3,2,1,0,0,0,0
SLE,142,9,1,,,,1,1,0,,0,1,0,,0,0,0
SOM,8,1,1,,,,,,,,4,0,11,0,0,0,*
,410,52,57,48,163,106,100,14,26,25,20,22,14,2,13,4,21
SVK,2,,,,,,,,,,,,,,,,
TGO,3,,,,,,,,,,,,,,,,
TUN,1,,,,,,,,,,0,0,3,1,0,,*
TUR,1053,38,7,12,18,,11,1,4,0,10,2,3,1,0,1,37
,2,1,,2,5,2,8,1,4,0,,0,1,0,0,,
ZAF,1,,,,,,,,,,,,,,,,
,10800,17600,135,165,274,181,130,341,479,615,721,537,477,450,507,1292,1257
AFG,25,11,,,54,108,355,463,289,467,541,168,193,158,251,274,280
ARM,4,1,1,1,,1,3,3,0,2,,,0,,,,
AZE,2,,,,,,,,,,,,,2,2,,
BHR,33,,,,,,,,,,0,,,,0,2,*
COM,1,,,,,,3,4,0,,,,,5,5,4,*
DZA,103,26,23,17,32,62,92,92,6,24,20,15,8,13,20,26,26
EGY,6,,,1,1,3,19,23,14,47,28,19,50,84,106,108,97
ERI,12,6,,,13,25,46,57,14,22,20,13,6,5,9,5,7
IRN,132,8,18,8,69,135,430,483,167,182,130,81,76,127,211,498,424
IRQ,1405,161,248,382,,,,,,,623,892,693,878,1214,3491,10982
JOR,11,1,5,3,8,16,48,54,25,60,28,10,20,78,67,72,41
LBN,1,2,2,,3,6,27,29,27,50,2,2,22,57,114,135,75
LBY,1,3,1,1,1,4,8,9,4,4,5,10,5,4,1,4,5
MAR,5,3,3,3,5,10,16,18,3,10,5,6,8,8,2,8,*
QAT,1,,,,,,,,,,,,,,,,*
RUS,18,4,2,2,,1,2,3,1,2,4,0,,,0,0,0
SAU,1,,,,,1,2,2,1,5,1,0,5,1,3,9,13
SDN,290,147,47,60,173,488,804,888,369,603,395,272,679,614,348,206,183
SLE,4,1,1,4,2,4,20,21,6,7,2,1,0,1,26,27,12
SOM,314,177,114,175,325,865,2850,3099,872,987,338,135,74,33,8,13,13
,5,3,3,3,2,3,3,3,0,,,,,,,,
TUN,8,3,7,5,6,10,16,19,7,17,20,7,14,25,26,27,13
TUR,76,8,4,,11,12,56,60,4,5,0,,0,3,3,1,16
,10,,,259,9,25,83,119,66,54,24,0,,6,4,3,0
,7,2,7,,,,,0,,,,,,,,,
YEM,168,19,,,3,9,13,34,45,69,88,114,165,78,57,88,150
COD,110,63,237,17,,42,1,18,26,33,74,86,87,119,122,119,41
COG,84,94,9,,,3,3,0,,,1,1,1,1,1,1,*
LBR,10,11,,78,,,4,8,8,8,0,,0,,0,0,0
RWA,91,96,36,1,,,,4,0,,1,1,1,1,1,1,0
SDN,249,347,706,21,,,,8,11,11,3,3,3,10,36,29,16
BDI,3,2,2,4,3,3,3,0,,,,,0,,0,0,0
COG,5,,2,4,5,14,13,1,9,8,8,12,4,9,10,10,8
RWA,69,76,81,96,41,40,30,7,48,6,4,9,10,2,3,0,0
AFG,9,5,4,2,1,,,0,0,1,0,1,9,10,44,47,19
CHN,19,20,24,48,46,46,67,60,53,73,85,101,54,91,136,120,53
IRN,28,15,19,39,33,6,20,22,16,24,28,38,73,104,133,135,128
IRQ,25,35,57,98,115,,,82,64,30,27,22,6,45,154,214,82
KHM,51,6,15,51,64,195,90,53,27,52,52,61,31,60,84,85,120
LKA,6,11,31,41,35,54,72,248,157,473,364,166,41,81,203,153,103
MMR,171,175,614,1968,325,31573,17863,12761,12009,8961,8962,12395,13460,1662,746,1189,826
PRK,6,20,15,18,15,,,,,,,,,,,,
SOM,1,,,15,10,6,2,52,31,9,17,27,16,83,270,414,234
,45,51,255,,,,,,,,,,,,,,
AFG,233,376,355,433,,22,238,142,41,1510,1607,2011,2122,2253,122,287,431
AFG,128,89,2,,1,2,,,,,,0,,,0,0,0
AZE,89,143,1,3,,,,16,0,,,,,,0,0,0
IRN,2,,,,,,,,,,,,,,,,
IRQ,1,1,,,,,,,,,,,,,0,0,
TJK,349,252,,,,,,,,,,,,,,,
COG,1,,,,,,,,,,,1,0,2,2,1,*
DZA,5,12,5,6,3,1,,0,2,2,0,2,0,,0,0,*
LBY,1,,,,,,,,,,,2,5,2,3,3,*
MRT,1,1,,,,,,,,0,,,,2,0,,
RUS,2,,,,,,,,,,,,,,,,
SLE,1,,,,1,,3,0,,,,0,,,,,
TCD,1,,1,,,,,,0,,,77,0,0,0,,
AFG,46,307,80,44,330,256,339,701,2816,1896,1956,2395,14587,22330,33108,90156,114693
CHN,10,36,28,16,67,60,70,56,49,52,46,57,45,29,60,62,92
COD,2,4,9,5,14,16,36,91,72,37,60,50,80,154,240,261,158
COG,4,,,,,1,1,5,2,0,2,2,4,46,261,232,113
DZA,5,1,,3,6,,3,3,2,0,8,10,3,16,15,22,22
EGY,5,1,1,3,3,,,0,8,8,4,7,21,96,123,190,186
ERI,1,,6,13,17,16,67,53,65,58,37,22,32,94,142,157,69
ETH,6,5,5,38,23,31,66,70,28,26,38,23,41,105,147,177,185
GHA,1,,1,,,,,1,2,0,1,6,5,37,27,24,13
IRN,3133,2791,1808,2511,1670,1685,2026,1817,2312,2439,2706,2613,3663,6249,11441,18735,24626
IRQ,1936,939,583,561,1422,2160,2515,986,811,610,600,3678,3431,19065,54520,94455,99678
JOR,4,,1,1,2,,1,0,2,4,7,9,13,23,36,51,53
LBN,1,,1,,1,5,3,2,4,4,4,10,10,24,33,34,30
LBY,8,4,4,1,2,5,1,0,,0,3,20,17,31,41,57,57
LKA,1,13,8,9,5,11,64,62,58,34,14,8,3,12,16,10,10
MMR,1,,1,,3,,,2,20,44,15,11,9,16,20,20,16
NGA,4,5,1,2,7,5,6,11,6,12,13,18,37,104,118,116,81
PSE,8,10,7,5,19,26,57,165,59,84,78,139,276,465,446,792,793
RWA,2,,,,,,,,,,8,11,2,3,9,5,*
SDN,6,6,2,54,39,70,117,108,154,113,76,55,34,203,192,139,98
SLE,1,5,1,4,,,3,4,6,7,11,11,10,13,24,21,26
SOM,4,4,1,134,214,437,658,839,459,263,335,646,389,879,1020,1598,1224
,1,,,,,,,,,,,,,,,,
SYR,2,2,5,5,14,7,5,19,21,56,65,205,200,110,250,297,180
TJK,7,,,,,,,,,22,47,52,47,57,76,178,223
UZB,10,7,13,16,32,22,40,28,38,59,138,236,221,338,408,495,531
ETH,2,7,10,,2,5,7,4,4,2,2,4,0,2,,,
KEN,131,1,4,,,1,1,0,,,,7,8,0,,,
RWA,21207,21207,,161,161,194,14,34,34,31,22,3,10,4,,,
SDN,6,14,21,,,1,1,11,11,4,4,0,,6,,,
SOM,67,82,102,1,1,102,,0,,,0,299,6,0,0,0,0
UGA,7,17,22,1,1,2,6,9,9,6,6,1,4,4,,,
BDI,48,54,20,47,116,116,887,887,343,890,1653,1456,1796,777,2464,4297,3423
COD,1271,226,182,149,336,336,,0,2497,3013,5281,6937,7336,8174,9592,12497,16692
ERI,12,9,18,23,139,139,428,425,1900,1586,2433,2877,4314,4283,6908,5849,7353
ETH,75,42,40,111,233,233,309,276,676,753,913,959,1316,570,962,1007,944
IND,1,,,,,,,,,,,,,,4,4,*
IRN,1,,,,1,1,,,1,0,,,2,0,0,0,0
KEN,14,8,,1,1,1,6,6,143,234,251,259,284,337,357,220,218
LBR,4,,2,2,4,4,,,,3,3,3,3,0,0,0,0
LKA,1,4,4,,,,,,,,,,,,,,
PAK,2,6,4,,,,7,7,7,24,31,29,44,103,238,291,257
RWA,268,90,72,182,287,287,3068,3068,1099,1243,3430,2796,3244,1237,2289,2441,2523
SDN,640,84,72,71,123,123,47,47,399,315,507,1053,1539,561,792,725,629
SOM,133,100,125,135,562,562,1055,1055,2154,3453,6260,7040,8143,5390,10995,7490,8852
TCD,2,4,4,4,,,,,10,11,8,7,5,3,4,1,*
,1,,,,,,,,,,,,,,,,
AFG,23,72,,158,343,230,216,319,454,847,1162,1494,2105,2260,2397,2821,2909
AZE,6,8,,8,14,28,10,13,7,12,19,27,26,45,46,54,51
COG,1,2,,4,10,7,8,8,17,20,23,28,27,28,31,30,34
GEO,8,2,,12,45,38,18,21,45,30,39,70,104,114,114,123,123
IRN,1,1,,49,109,55,40,29,35,48,54,64,83,83,72,102,110
KAZ,1,,,,2,9,5,1,1,3,3,4,4,3,7,7,13
LKA,2,4,,27,55,28,20,21,44,31,44,48,55,52,64,64,60
PSE,1,3,,9,96,88,78,27,29,67,90,107,129,140,153,161,161
RUS,33,25,,27,198,139,95,59,41,81,104,101,120,115,175,183,179
SYR,3,8,,24,43,41,34,29,47,54,96,176,453,591,594,566,560
TUR,1,2,,4,2,4,2,4,4,7,15,18,29,31,31,32,32
PER,2,,,,,,,,1,0,1,0,1,7,0,0,0
PRY,1,,,,,,,0,,,,,,,,,
AFG,321,330,295,220,145,100,106,73,63,60,46,107,130,238,412,609,784
AGO,43,62,63,64,79,62,40,26,19,17,5,6,17,136,322,560,827
ALB,1746,2517,3219,2983,2330,1638,1240,615,466,439,18,22,38,397,988,1229,1336
AND,1,7,3,3,4,3,1,,,,,,0,0,0,0,0
ARE,2,6,11,10,7,13,8,2,1,1,2,2,2,13,37,51,115
ARG,217,139,283,764,429,255,147,75,69,64,3,1,7,46,87,126,160
ARM,1686,2599,2695,2199,1794,1558,1394,1121,1075,1043,27,29,52,301,631,854,1361
ATG,2,2,5,4,2,3,1,0,1,1,0,1,0,,9,3,8
AUS,3,6,11,2,2,,4,0,1,0,0,0,0,,1,0,*
AUT,1,,6,6,5,2,10,1,0,0,0,,0,3,2,3,*
AZE,299,418,336,267,184,154,105,61,59,56,6,15,23,65,157,212,437
BDI,82,71,86,94,80,67,69,24,27,19,14,49,133,255,433,557,620
BEL,20,20,23,8,19,20,29,4,11,10,0,0,1,11,15,15,10
BEN,6,10,9,16,13,15,11,8,8,6,1,5,9,26,65,113,155
BFA,14,17,31,40,34,58,64,105,143,137,30,47,88,192,780,1615,2733
BGD,1213,984,900,879,781,652,532,254,347,327,17,39,65,521,1867,3375,4650
BGR,600,617,615,566,536,495,373,247,147,127,6,6,12,68,122,149,185
BHR,13,4,5,5,18,16,9,,,0,0,7,6,14,23,22,20
BHS,7,24,19,17,19,17,15,10,4,5,1,0,2,8,22,28,49
BIH,51,75,64,72,77,70,70,34,34,35,3,1,8,53,76,109,126
BLR,112,126,204,257,370,406,361,174,178,156,32,80,96,151,346,493,955
BLZ,14,20,25,20,20,21,12,3,10,10,3,2,5,48,78,91,150
BOL,55,70,85,67,66,50,47,39,28,34,8,19,26,89,177,238,298
BRA,573,568,527,556,877,486,360,197,189,166,31,36,110,453,1090,2001,3478
BRB,1,4,4,1,3,3,,,0,0,0,0,1,4,6,1,*
BTN,6,21,11,12,5,7,6,3,5,3,1,2,0,10,44,127,227
BWA,1,,,,,2,3,0,,0,0,0,0,1,3,10,6
,4,15,69,99,112,84,64,24,37,36,8,7,11,24,83,95,112
CAN,7,11,19,21,20,34,42,11,11,9,0,0,2,14,40,38,37
CHE,1,1,1,1,,,,,2,,0,0,,,0,1,9
CHL,42,45,73,58,40,25,18,10,9,8,4,6,3,30,59,85,105
CHN,11810,13359,15587,12776,10301,10005,11151,8835,11964,11916,1553,3426,5403,12398,37242,45500,57450
,128,147,165,453,575,627,605,540,479,466,40,84,101,202,592,670,856
CMR,440,492,876,1226,1319,1066,870,730,641,562,68,98,121,431,915,1580,2753
COD,145,128,213,165,199,169,115,69,61,51,23,32,87,269,468,686,1018
COG,387,513,666,670,504,426,358,249,172,158,39,69,103,271,566,901,1219
COL,2489,8038,14504,14759,11979,8813,6096,3715,2365,2128,165,177,178,384,1744,2568,4002
,13,19,11,9,10,14,6,4,2,2,1,0,0,3,8,12,17
CRI,15,24,32,35,25,26,20,17,9,11,0,3,4,442,115,208,292
CUB,3049,2989,2173,1756,1540,1179,712,211,106,72,10,18,22,154,235,267,377
CYP,1,2,2,1,2,2,,,0,,0,0,0,,0,0,0
CZE,8,34,60,78,71,125,89,36,19,17,1,0,2,15,15,19,19
DEU,34,36,42,37,38,26,42,8,11,7,1,1,6,53,77,76,104
DJI,2,4,2,1,,3,3,1,1,3,18,20,56,74,110,126,268
DMA,6,4,2,4,2,4,10,0,2,3,1,4,2,5,13,16,23
DOM,19,46,55,59,65,55,54,19,15,11,2,11,18,297,406,557,763
DZA,155,148,147,165,146,93,65,23,22,24,4,9,6,41,56,99,148
ECU,121,284,245,230,223,184,173,97,94,94,60,141,418,2248,6889,10326,13540
EGY,666,770,973,915,769,715,742,559,620,578,97,390,905,2090,2756,3120,3710
ERI,194,213,247,201,192,212,189,144,164,170,52,63,48,285,479,945,1447
ESP,10,9,13,18,20,16,11,3,2,3,0,0,1,16,19,24,46
EST,39,58,114,129,131,117,113,50,33,27,1,1,1,14,17,27,32
ETH,1283,1506,1419,1205,1073,979,1134,1005,930,909,205,267,354,1258,2139,2925,4411
FIN,3,5,5,5,3,4,1,,,0,0,,,,1,1,*
FJI,1091,1321,1229,916,485,302,188,113,96,95,1,5,7,40,86,96,126
FRA,28,30,35,40,34,30,22,14,8,6,2,3,5,26,25,42,74
GAB,2,4,4,13,7,14,11,6,4,3,0,4,2,22,35,57,101
GBR,56,72,51,51,46,57,32,19,23,21,3,2,3,37,69,82,80
GEO,310,328,374,411,395,310,244,138,107,98,10,12,9,89,212,415,801
GHA,278,208,171,158,145,144,137,55,37,31,3,10,18,219,359,667,967
GIN,360,675,1027,1173,1242,1250,1072,925,891,832,86,63,75,209,680,778,1020
GMB,220,211,211,240,309,403,404,386,353,332,42,91,99,299,750,861,931
GNB,10,18,25,31,29,23,18,11,4,6,2,0,1,6,10,14,16
GNQ,2,3,,,1,1,1,0,,0,1,1,2,2,2,7,*
GRC,8,21,17,22,17,20,18,2,1,0,0,0,4,19,29,17,25
GRD,2,2,1,2,2,2,2,3,1,2,1,9,16,17,37,35,33
GTM,101646,99314,95821,88289,58364,31697,20329,14694,9795,8528,362,543,932,8168,15591,26670,45508
GUY,65,85,135,313,215,133,91,40,36,39,1,7,8,60,119,160,214
HND,1044,971,948,953,997,1057,1148,396,332,352,100,150,211,4436,8612,18418,32614
HRV,80,51,43,35,39,33,25,6,4,2,0,4,1,11,13,20,24
HTI,19425,21690,21891,18139,16047,13131,9805,5947,4222,3955,199,161,304,2046,3426,4956,9245
HUN,25,134,132,101,78,80,50,16,12,13,4,2,4,32,59,79,103
IDN,886,1955,2614,5047,4840,3570,2549,1916,1800,1675,58,98,125,337,982,979,1138
IND,4998,5157,4852,3903,3042,2734,2109,1290,1353,1321,90,200,368,4033,7327,10548,16108
IRL,1,4,3,6,5,3,2,1,1,1,1,1,1,9,9,15,19
IRN,1380,1389,1331,1138,849,735,761,526,392,349,76,191,314,914,1619,2288,2842
IRQ,370,713,749,671,475,477,554,432,346,225,122,175,325,942,1951,2729,3631
ISL,1,,,3,6,2,2,,,0,,0,,,1,,
ISR,68,101,138,152,166,136,112,83,55,51,5,7,16,52,133,192,302
ITA,6,8,14,8,11,9,7,1,2,2,0,2,1,19,38,51,76
JAM,58,89,80,82,133,121,126,63,59,59,27,32,40,255,354,504,680
JOR,319,296,397,326,341,282,255,164,127,117,13,29,39,165,321,607,1086
JPN,11,18,15,20,66,52,27,14,15,15,0,2,5,27,46,53,61
KAZ,131,145,141,135,87,99,92,32,60,52,13,48,86,226,475,678,1051
KEN,185,198,530,802,835,781,658,450,521,511,79,101,197,531,1013,1258,1872
KGZ,32,68,71,80,67,57,46,20,27,31,44,69,137,411,1142,1315,1373
KHM,186,236,358,348,333,271,201,104,75,73,3,5,5,35,35,49,40
KNA,3,1,,,,,,0,,2,1,0,1,2,1,3,*
,25,29,32,27,32,21,39,32,42,27,3,5,9,59,85,99,109
KWT,34,67,73,66,44,34,28,12,12,5,1,4,6,33,74,104,153
,194,942,886,436,308,244,165,79,79,76,4,3,4,35,95,133,139
LBN,419,431,454,484,427,375,320,211,171,146,13,23,29,115,272,433,575
LBR,1351,1544,1475,1258,832,654,524,321,304,258,25,32,43,195,421,478,685
LBY,5,18,17,15,17,27,19,6,2,2,0,37,37,81,250,494,827
LCA,7,3,4,2,4,6,3,0,0,1,1,0,1,5,6,12,12
LKA,300,375,334,254,255,289,281,224,379,347,47,59,94,275,746,995,1219
LSO,1,2,5,3,3,6,4,,,0,0,0,1,0,0,1,*
LTU,30,67,138,140,164,146,132,62,35,33,0,1,1,8,26,40,45
LVA,48,88,114,134,119,97,66,22,9,5,3,2,2,18,37,60,68
MAR,14,29,51,49,70,92,77,46,29,27,4,7,9,45,101,132,144
MDA,45,58,93,76,68,83,102,73,163,184,30,84,120,413,1011,1361,1738
MDG,5,6,6,13,8,10,12,,4,5,4,2,0,,8,8,*
MDV,1,,1,2,2,,,,0,0,0,,0,,2,1,*
MEX,11902,20812,28034,23269,15431,9435,6972,6513,6772,6472,597,1311,2169,11757,29255,46057,63823
,115,145,191,186,139,103,76,32,29,23,6,4,14,24,65,90,118
MLI,54,84,94,112,115,229,291,399,446,461,44,55,86,240,638,611,612
MMR,485,465,483,454,392,329,268,190,199,163,32,62,41,102,242,346,510
MNG,11,23,27,69,108,177,216,149,204,215,33,34,69,199,598,786,1325
MOZ,1,4,4,2,3,2,,,,,,1,0,1,2,6,7
MRT,1207,1739,2479,2377,2115,1470,1085,626,373,368,36,21,35,148,528,725,838
MUS,1,7,10,7,8,8,5,0,,1,3,3,1,1,17,31,41
MWI,4,7,3,16,11,9,23,2,7,6,1,2,3,9,7,28,50
MYS,25,37,52,46,50,37,29,15,23,22,4,9,15,47,152,206,251
NER,96,120,130,142,150,134,89,62,56,53,7,8,16,42,113,152,200
NGA,689,567,535,442,413,380,349,188,170,163,15,31,65,424,848,1466,2535
NIC,13081,13095,9792,6737,6164,4368,2270,726,349,294,13,19,18,419,586,844,1222
NLD,4,5,3,7,12,10,6,1,5,5,1,3,4,13,24,45,32
NOR,1,,,,2,1,1,,,,0,,0,,0,0,*
NPL,123,137,210,347,423,495,568,575,725,716,179,423,763,1831,3547,4293,5820
NZL,2,4,4,2,,,,,,0,0,0,,0,0,0,0
OMN,6,4,2,2,2,2,2,,0,0,,0,,1,2,2,*
PAK,1438,1364,1399,1511,1492,1335,1104,499,519,481,85,192,316,878,1902,2748,4033
PAN,45,44,51,35,28,26,12,3,4,3,3,0,4,17,22,34,57
PER,1304,1173,1271,1095,906,800,608,377,241,234,24,32,55,430,855,1321,1992
PHL,1604,1499,1339,912,634,481,348,220,218,205,7,40,92,315,611,754,1024
PLW,1,,2,2,2,1,1,1,,,,0,0,,0,,*
POL,112,508,452,416,447,542,305,118,77,73,4,9,13,51,183,322,483
PRK,2,3,2,8,8,11,18,7,11,9,2,0,3,4,9,7,13
PRT,12,22,25,26,31,46,19,7,2,2,0,0,3,12,24,31,40
PRY,6,8,17,24,24,22,10,4,5,5,0,0,0,14,26,28,54
QAT,1,5,6,7,3,6,5,,1,1,0,0,1,2,4,7,13
ROU,1301,1271,1253,946,845,790,558,246,136,125,14,18,16,738,954,1274,2041
RUS,2367,2406,2523,2447,2435,2898,2238,1348,1478,1435,129,256,386,1096,2452,3767,5511
RWA,82,97,95,105,89,90,112,72,68,68,42,61,102,235,445,522,577
SAU,9,27,33,46,45,35,37,16,10,9,5,17,23,97,225,359,564
SDN,374,488,464,345,254,170,158,150,121,113,41,53,80,182,365,523,739
SEN,136,124,152,197,200,189,173,149,183,178,29,40,50,115,458,533,635
SGP,4,7,4,11,9,13,7,9,8,7,1,2,2,8,15,16,18
SLE,544,977,1265,1215,1050,744,496,351,243,220,12,14,17,89,175,195,233
SLV,176197,164409,150900,128206,91388,44985,28463,18150,10288,8567,319,494,639,10289,16424,28780,55594
SMR,2,1,,1,,3,2,1,1,,0,,0,,,,
SOM,1802,1804,1283,1000,812,610,510,305,223,158,48,57,0,329,351,669,638
,79,904,1004,777,676,773,507,336,302,285,16,29,60,228,462,377,503
STP,1,1,,,,,,,,,,,,,,,
SUR,40,44,34,23,17,16,14,0,2,1,0,0,2,2,12,11,5
SVK,21,31,28,24,34,36,39,15,11,10,1,1,72,12,26,11,16
SVN,9,4,7,7,7,9,5,1,,0,0,0,0,2,2,5,6
SWE,2,1,1,3,7,5,9,2,1,2,0,0,3,5,3,4,11
SYC,5,14,10,8,5,8,5,2,6,0,0,0,0,1,12,11,*
SYR,168,182,190,211,207,173,162,78,72,67,10,112,367,1378,2302,3118,3364
TCD,15,27,25,44,51,72,117,103,103,93,11,9,8,30,96,154,185
TGO,126,206,377,616,580,587,421,266,114,86,15,19,23,76,157,227,359
THA,32,86,83,57,48,44,22,14,24,23,2,4,0,26,170,386,402
TJK,6,15,23,29,30,23,24,10,32,30,3,33,60,93,193,225,312
TKM,10,24,30,38,52,69,67,33,25,16,7,12,14,33,74,105,137
TON,7,8,12,8,9,6,10,14,18,17,1,1,0,2,0,,6
TTO,55,82,54,46,44,46,47,29,19,23,5,17,22,68,122,155,180
